text,label,review_date
"Burgers still mooing. You guys have a bunch of dumb asses working in there, how are you guys still open?",negative,2022-01-10
"I was hungry and saw this place as I was driving so decided to grab breakfast. I went through the drive thru and ordered the seasonal spiced vanilla bean latte and banana pb oatmeal. The latte was good, but not flavorful. If I was not told the flavor, I wouldn't have been able to guess what it was. I liked how the oatmeal was packaged for to-go and it was a good amount given. It was just ok for oatmeal. Their breakfast sandwiches looked good and I would've ordered one, but I'm trying to be more health conscious. I would go back and order other items to give them another chance at a better impression.",neutral,2022-01-12
A very unassuming storefront location convenient to the highway with excellent service and good food.  Our food came out quickly and the bathrooms were clean. We tried the breakfast sandwich and Tater tot casserole and both were delicious.,positive,2022-01-13
"Amazing restaurant that is one of our staples for comfort food. Super friendly people and the food is some of the best Thai I've ever had, every time.",positive,2022-01-14
Waited 15 + minutes for my drink.  I get it first come first serve.  Ordered an americano nothing complicated.  Asked for extra aka lots of room twice which the person behind the counter acknowledged both times.  Proceeded to hand my my drink filled to the brim.  I said hey you left me zero room. Which they then poured out 20% or so.  Great now it's just clearish brown 3.75 worth warm water.  They guy laughed at me.  I left.  Unfortunately they took my money already and I gave them a five so that person got a 25+ % tip for being a jerk.,negative,2022-01-09
I've driven by Elegy for a LONG time but never tried. I finally ordered through Postmates and WOW--so good! I got the Speculoos and it is AMAZING. Elegy is my new go-to coffee shop.,positive,2022-01-10
Charming and delicious place to get a sweet on a cold day out with the adult family doing various things in the city.  Cupcakes and coffee were yummy. But maybe a little on the small size for the $$.,positive,2022-01-13
Delicious acai bowls! We loved it.,positive,2022-01-19
"This cafe is great! The atmosphere is relaxing and calm, beautifully decorated. The owners are super friendly, they have a nice selection of teas, coffee and snacks and the kitties are adorable. We plan to come back often!",positive,2022-01-17
"My husband and I were craving some after meal dessert and thought of trying this shop in Ardmore's Suburban Square. We reached the store pretty close to their closing time. They did seem to have most of the stuff in their showcase and we ordered 3 small cakes for $8.50 a piece. We ordered chocolate chip cheesecake (award winning tag was placed on this cake), strawberry shortcake, Triple chocolate cake with fudge icing. All  three cakes were horrible in taste. The cheesecake had gotten rotten sour taste, felt like it has been kept like this for days now. The chocolate cake was very hard to bite in and almost felt frozen. The cream of strawberry shortcake had also gone bad. Overall had a horrible experience with their cakes. Will not be trying this bakery again.",negative,2022-01-09
I absolutely love this place. It's quiet. It's quaint. The food is always good. The service is always kind. Location is great. They're always serving breakfast and lunch no matter the time of day. It's by far my favorite French spot in St. Louis.,positive,2022-01-09
"This is a great coffee shop in the L&L market with a variety of food.  The Kona acai bowl is fresh, delicious, and unique!  They add spirulina which puts and interesting spin on the taste... that is if they remember to add it.  Make sure your acai has that dark green powder at the bottom!  I also loved the Namaro pour over.",positive,2022-01-13
"If you're in Nashville, these are two things you must do. 
1. Eat Nashville spicy chicken 
2. Experience live music at the Listening Room Cafe

This venue is very intimate, like being in a private concert. Ticket was $5 w/ minimum food/drink purchase for $18. For what you get, this is cheap. I can easily pay $100 if I can get a seat here. 

Shows sellout fast so get tickets in advance. Enjoy!",positive,2022-01-12
"Rude! Rude! Rude! Good thing this place wasn't my first NO experience cause everyone that I have encountered up til now was nice. I asked the girl behind the counter what alternative milk they have since I can't drink milk. She told me soy and almond. So I ordered 2 almond milk caps and a hot chocolate. She repeated an almond cappuccino and an almond hot chocolate. I said I needed 2 cappuccinos. She repeated my coffee order and to confirm, I repeated that I needed 2 almonds cappuccinos and 1 hot chocolate. With an unnecessary attitude, she said, I got it! And then rolled her eyes.  Excuseee me! Obviously you didn't get it cause I only wanted almond milk in the cappuccinos! While she was making my drink, I could hear her complaining about another almond drink that she had to make earlier. I get it!! Milk alternatives are a pain to you! If it's that much of a pain, don't offer it! From the time I ordered my pain in the butt drink til I paid, it just felt I was in the presence of her hostility. Skip this place if you're starting your morning... I rather go to Cafe Du Monde and deal with the stern, yet pleasant , servers there. Coffee & Beignets with a side of attitude is a hard pass and definitely would never recommend.",negative,2022-01-13
"I love the food here and eat it all the time but the last 3 times I have been here they can't seem to serve the Pho hot. It comes to the table and is warm, not hot whatsoever. On my most recent trip I told them ahead of time that the broth has not been very hot the last couple times that I have ordered it and asked them to put it in the microwave prior to adding the beef if it wasn't going to be hot. I told them I would rather them do that then bring it out to me and then have to go back and put it in the microwave (like we've had to do on 2 other occasions in the past) because when they do that the beef becomes a very odd dried out texture, not to mention it sticks to itself and kind of ruins the dish. Simple request and a fix if they can't serve it correctly to begin with you'd think. Long story short, they add the beef anyway then put it in the microwave and that's how they bring it to the table. So here we are with dry clumped together microwaved beef... I'll try Bamboozle one more time and if they still haven't figured out how to serve hot soup I'll find some place else to order it.",neutral,2022-01-11
Out of food and staff member with no customer service skills.   The girl behind the counter cooking at 9:15 am on 01/10/22 should not have any contact with customers.  The older lady working the cash register was embarrassed by this girls actions.  She basically told us to screw off and go to Starbucks.  Don't give this place your business.,negative,2022-01-10
"Staff is rude, my order is always wrong, and I've attached a picture of the ""powdered"" donuts (they've been like this the last three times). Multiple complaints to managers and corporate with no improvement. 

Go a little farther down the street to the donut shop on Soeedway/Kolb for good quality donuts and friendly staff.",negative,2022-01-19
Fantastic bagel sandwiches! I highly recommend.,positive,2022-01-17
"Quick service, affordable prices, love shopping with local cafes! Will be back soon!!",positive,2022-01-10
"Always out of Boba.

Tried a couple times to come here but despite the name they are seems to be always out of Boba

Friendly staff always apologizes for it but I'm going to look for another place if it even exist in SB.",negative,2022-01-16
Ordered a hazelnut latte. I wasn't too impressed nothing fancy in my opinion. A small was $2.50 which I didn't think was terrible but I wasn't really impressed with my latte. Not very flavorful.,neutral,2022-01-17
Awesome location and great food. Customer service is top notch   and food comes out quick.,positive,2022-01-19
"Atmosphere: Wow, much nicer inside than I expected. The interior is very clean and classy. Plenty of seating and lots of space. Quiet enough to have conversations and this would be a great place to take a group of friends.  

Food: We have been looking for a Ramen place for a while and so far this is the only one in the area that we know of. The Ramen was excellent, the broth was flavorful, the pork cuts were great and the eggs were also good. I am not a fan of soft boiled eggs but their soft boiled eggs were cooked a little more firm which I appreciated. We frequent this place regularly now. 

Service: Great service. You order from the counter and then someone brings out your food. Most people leave there dishes at the table but  some walk them over the trash area where they have spot for you to leave them. 

Overall: Again, not many Ramen spots in the area but this one is certainly worth your time. We are regulars here.",positive,2022-01-16
"Quick Read: Phenomenal food and fantastic service - make sure to grab a cocktail too!

We enjoyed a dinner out last night and had an outdoor table. The service was phenomenal, and every item on the menu looked delicious. We had the Willa's Other Fix which was an outstanding cocktail. I will have dreams about the coconut squash for days to come, and the rotisserie chicken was perfectly cooked and juicy! We will be back MANY more times to come.",positive,2022-01-15
"They love their jobs! That is all I can say about the young ladies working this past Saturday during the Dunedin Art Festival! They say hi when you walk in, they really listen to your order and suggest things if you get stuck. 

I always love the baked goods here. The scones, the cheddar biscuits, the muffins...every visit I find a perfect compliment to my chai tea or cappuccino.",positive,2022-01-14
"I don't have high expectation but my gf was hungry at the time. I got the korean BBQ wings and my gf got the Bun Bo Hue. We also ordered drinks. I have high standards when it comes to BBH. That said... its no where close to being to being good. Not even if its catered towards people who don't know that traditional taste. Korean wings were awful. They are just overly breaded wings inconsistantly drizzled in some type of korean bbq sauce. I already had hesitations since this place is known more for the drinks and desserts more than food. What really turned me off was the service and the atmosphere. I understand this place is new and they are probably understaffed but a lot of things can be changed. Very loud... blaring TV with screaming children is typical for a place like this, but its the also the very loud blenders that make it hard to have any conversations. The owners need to understand that if its a small restaurant than please contain the noise levels. Finally, the unprofessional rude attitude. We had to order at the front desk, pay, take a number and sit. We ate what we can.... and sat and waited without any drinks that we ordered. They gave us a number to bring our food, but they DO NOT bring the drinks. You have to get the drinks yourselves at the front desk when they are done making it!!! We sat their not knowing this ""policy"" and when we finally asked about our drinks. They told us that it was done. Sitting at the front for us to get. Not only that... its been so long that my mango shush is more like a mango juice. Lol. I have never ate anywhere, even a self service atmosphere, where your food was brought out without any drinks. And when I asked, they said it was our job to monitor our drinks. To get it ourselves... I appreciate that they used actual fruit and not powder to make drinks, but overall the experience was terrible. For anyone thinking about going here, order drinks to go and don't bother getting anything to eat. You might just be doing them a favor.",negative,2022-01-11
"La creperia cafe is one of those hole-in-the-wall places that people go to. When I talk about this place, there's no big hype, but it's like everyone just knows that they have amazing food. It's one of those stable businesses that is enjoyed by locals and tourists alike.

It is located on a busy-ish strip in Ybor, though not too busy during their operating hours. Their crepes are something to look forward to, and you can't go wrong ordering savory or sweet. Pro tip: if you go with a friend, split a savory crepe then split a dessert crepe. Also, get a black coffee to go with the sweet crepes, and get blown away!

The server that we had the last time we were there was very nice and accommodating, and service was quick, too. This was 1pm on a Friday. We people watched from the corner table, and the ambience was just so peaceful that I wish I could just go there everyday and make it my brunch spot. 

5 stars are well-deserved. Will be back.",positive,2022-01-14
"So many diverse and delicious options for food, groceries, and dessert. Definitely walk around and see what's all available before making a choice even though you really can't go wrong with much!",positive,2022-01-10
"There was a significant wait and only 1 customer ahead of us, I'm not sure why. We both had the worst Cortado we have ever tasted! We order muffins, in the display was a small muffin that was made in a bakery, it looked delicious.  My mouth was watering like Pavlov's dog. We ordered two of these, what came out was a large muffin that looked like it was a Costco muffin that would have been ok because they have good muffins. Not what I thought we were buying a fresh baked muffin. What we received was a really cheap, sugarless, bland muffin that was made in mass factory quantities. They did warm it up however it must have been frozen because the middle was Icey. It also tasted stale. 

Oh hell no we're never going back $20 for two horrendous Cortados and cheap, stale, partially frozen muffins!

Stay away!!!",negative,2022-01-11
"This beautiful coffee shop provides a getaway from the typical. Welcoming and calming atmosphere with exceptional customer service. Try their delicious Yemeni Chai tea & baked goods. We live in SoCal and we're wishing this was our neighborhood coffee shop. 

Even more remarkable, it's a nonprofit organization that helps people in need with their profits. 

I'm finishing this review in my drafts - we visited in 2021. I still miss that amazing chai.",positive,2022-01-13
I live in the area and have gone to this McDonald's for years. I love McDonald's so I keep coming back but if you go you should expect your order to be messed up. More often then not the order is just flat out wrong or missing items. And I'm fact there isn't a time in the last year that I can remember they got the order right. If you want McDonald's and your in the area do yourself a favor and go to a different location.,negative,2022-01-17
"Beautiful outdoor patio at this location but beware they close at 1pm. I ordered a $5.00 cup of tea not knowing they closed early (and that a tea bag and cup of hot water was going to cost that much). I couldn't even finish it before they threw us out at closing. The place was packed at 1pm and everyone looked confused. 3 stars for the patio but took off 2 stars for the overpriced tea bag and really, really bad business decisions. I suggest walking a few minutes down State St. to Old Town Coffee.",neutral,2022-01-19
"Got the Sunrise Sammy and Eggspanola which are pretty much the same thing with different bread and styles of egg. I personally liked the Sunrise Sammy.

Ordered off DoorDash and I was surprised because for some reason, food that I DoorDash tends to be of lesser quality in comparison to dining in somewhere or picking up the food myself. This meal tasted like it just left the kitchen. Even after letting the sandwich sit for some time (because I got full), it still tasted amazing. I've never thought of sticking a hash brown into a sandwich but there's nothing to hate about it. I'd come here just for the breakfast sandwiches.",positive,2022-01-19
"I stopped in to grab some Pho after reading some great things about this new business, and I am glad I did. I ordered shrimp Pho with some tofu to go, and the bag had what I needed in terms of condiments. Service was friendly and my order was out lightning fast. I felt like the bag was kind of small and thought I'd be disappointed but that was not the case. Everything was packed tightly, and the portions were quite generous.  The broth was still piping hot when I got home and when all of the ingredients were in the bowl it was a pretty big serving. There were 6 large shrimp (two biters) and 8-10 squares of tofu along with plenty of rice noodles. Also included was a packet that contained bean sprouts, cilantro, basil, and jalapeno slices. Everything was fresh. The broth was flavorful and delicious. 

As a celiac, I won't be trying much of anything else, but I will come back for the Pho!",positive,2022-01-16
Was recommended this place by a local. I scanned their menu by the pictures here on Yelp and decided to try the carrot cake cupcakes. The design of the cake definitely caught my attention. Overall the cupcake was alright it was just more on the drier side. I also tried their strawberry shortcake that a friend of mine had ordered. That one tasted pretty good.,positive,2022-01-16
Love the decor and atmosphere. Everyone is so friendly and the food and drinks are great. This is one of my favorite places to dine.,positive,2022-01-15
"My absolute favorite brunch spot in Philly! There's really nothing really quite like it. I've been here about ~3-4 times now and get something different every single time - I've never been disappointed! 

The dishes I've enjoyed and highly recommend: 
Croque Maude: Combination of all the ingredients I love! On the heavier side - love how thick the bread and how it pairs with the runny yolk. 
Parisian Za: The pizza croissant is actually SO good! The goat cheese and truffle oil top it off super well. 
Fromage Omelet: So beautiful and so tasty! 

Will definitely go back to try more dishes! Truly lives up to the hype.",positive,2022-01-12
"Indoor seating and outdoor patio available.   

When we arrived on this Sunday morning around 10am, we were seated immediately (inside).  I enjoyed the chorizo and chile omelet (which could have been ordered as a fritatta).  I had potatoes and tortillas with my order.  The coffee is delicious and they leave the carafe for coffee and water on your table.  My little enjoyed the Belgian waffle which came with compote and butter.  Added bacon and potatoes.  Sarah our server placed the order as the Trifecta for pricing purposes.  My little gobbled it up.

There are tables, half booths, and booths. 

From some of my previous visits:  The Benedicts are super yummy.  I am not a fan of the million dollar bacon, because I prefer crisp bacon.  I ordered it previously and when my server saw that I did not eat more than the first taste, they offered me something else instead.

Come a little earlier on the weekends; apparently everyone sleeps in:  There were people waiting when we left.  They gave their name and number to the host(ess) and were notified by text message when their table was ready.

Looking forward to trying the Purple Haze (a lemonade with lavender and more).",positive,2022-01-18
"Terrible. We ordered chicken shwarma and beef shwarma platters, and they bore no resemblance to shwarma. The meat was just boiled and dry, with no  seasonings and clearly not roasted.",negative,2022-01-14
I have been seeing this place all over Facebook and finally headed over to Clearwater to check it out. I was blown away. So many options on their menu I had a hard time picking something! I went with the lobster and brie omelette and fell in love. Also if it's your first time they give you complimentary beignets and I loved that touch! They came with orange marmalade and I felt like I had dessert before breakfast. This place is only open till two so I can see it getting packed on weekends. But it is in a shopping plaza so there is plenty of parking available,positive,2022-01-09
"The Mud House is doing fine without my review, but I'll throw my two cents in nonetheless:

It is rare to find a place that balances quality coffee with quality food this well. Their food menu is healthy-ish, quite hearty, and I have enjoyed everything I've tried. Their biscuits and gravy, breakfast burrito, and grilled cheese are standouts.

They now have their own coffee beans, but they also feature local roasters such as Blueprint Coffee. Their syrups are house made--the rosemary syrup in a cappuccino is excellent. While there is better coffee in the neighborhood (Sump is only a few blocks away), there is no better place to grab breakfast or lunch and. Good coffee.

They are frequently busy, but I have always found that by the time I finish waiting in line to order, a table has opened up. Takeout is also a good option.",positive,2022-01-19
"Since having my first experience with the Columbia restaurant in Ybor City, I couldn't pass up having breakfast yesterday on my way back to San Antonio. Well, my experience wasn't 5 stars. I counted about 4 tables seated and 4 waitresses. It wasn't full or anything but, but the wait was ridiculous and I thought maybe I'm suppose to seat myself. I asked the waitress behind the bar and she said someone will get to me. I waited for 15 minutes before being seated. After which, the waitress just wasn't in a mood. 

Now for the food, we'll the prices are way too high for the quality. Also, at 7 in the morning how are they out of Guava pastries? More surprising is the menu I received was very short and nothing like the menus online for this location in Airside E Delta. Coffee was decent and the Cuban bread was ok. I was expecting melt in your mouth rich buttery deliciousness but it was average bread with so-so butter one could get at Publix. I watched others who waited for 10 to 15 minutes for a table while two waitresses argued about an order a current diner stating he never received an item but had actually ate it. 

Sadly, the reputation fell short due to the service times, quality & availability, and prices.",neutral,2022-01-12
"Order: Oat Milk Dirt Rooibos Chai Latte | Highlander Grogg Whole Bean (or Ethiopian Single Origin / Birds & the Bees - I love most of their roasts!!)| Highlander Grogg Sweatshirt Swag | Socks Swag | Nomadic Tea.... the list goes onnnnn!!!!

I love Kaldi's so much! They are masterful roasters with a great selection so you can keep yourself on your toes by bouncing between their single origins & their roasts with super fun names (Natural High, Birds & the Bees, etc). They have shops scattered around STL, including inside the new Fresh Thyme in the Foundary, which I've found to be quite convenient! 

I love that they've teamed up with Nomadic Tea so you can get super special tea lattes like the Rooibos Chai Tea Latte. Such luxury! 

This location is in a really cute neighborhood boutiquey area with outdoor seating. Nice place for a cup of something pretty & a stroll :)",positive,2022-01-11
"0 stars. You wait in the drive through for nobody to answer, you call the number and nobody answers, you drive up and call the number in the window and nobody answers, you finally walk inside and these pieces of shit are all sitting on their phones lol. Insane.",negative,2022-01-18
"I ordered from here on Sunday, they charged my credit card but the juicery was closed when I arrived. I left a voicemail and never heard back now am disputing the charge with my credit card because I was not refunded. Very disappointing please double check their hours before you place an order!",negative,2022-01-12
"Very friendly and helpful!  A great change from Starbucks lol!   Go local!  I didn't know what to order, so I just shared I love Caramel and wanted it over ice!   Perfect!  Hit the spot!   Great customer service!",positive,2022-01-15
"My friends and I found this place on Tiktoc, and let me tell you, it was worth the trip! We were in town celebrating a birthday and decided to give Green Eggs a try. Upon arrival, we were greeted and sat immediately. We started with a carafe of Peach Bellini, which was great. We ordered The Oreo French Toast, Apple Pie French toast and Pecan French toast, along with Shrimp and Grits. Now, I had to send the shrimp and grits back, because they weren't hot. They also only put five shrimp in the entire dish, and I expected a few more. After sending the shrimp and grits back, I decided to order the Red Velvet pancakes, which took a long time to come because they are made to order. By the time they came, my friends were already finished eating! The Red Velvet Pancakes were hot and huge, but definitely lacked flavor-- like it tasted like some plain batter, that's it! 

Let's get into the French Toast... The French toast was absolutely AMAZING!!! Each one we ordered was packed with flavor! The Oreo was my absolute favorite! It was made with Challah bread, and had Oreo stuffed inside. Talk about a foodgasim!!! If you come here, you MUST try the FRENCH TOAST! It's probably legit the best French toast I've had. 

In addition to the food, the service was great as well. The manager was very nice and understanding and took care of the issues we had. If and when I'm back in the area again, I will definitely be back!",positive,2022-01-16
We live in Wesley Chapel and were thrilled when we saw Provisions pop up in the Krates! I had a latte with lavender and my daughter had an iced caramel latte. Both delicious! We also tried the cinnamon roll which was great but the bagel bites needed some more flavor and salt. Excited to go back an try more!,positive,2022-01-14
"Absolutely the WORST meal I've ever had. The food was overly salty, half uncooked, and took over an hour for a simple order.",negative,2022-01-16
"Orders are consistently wrong, extremely slow service. Stay away 
How this place is still in business is beyond me.",negative,2022-01-14
Good coffee in an interesting location. Definitely go if you have a sweet tooth. Their seasonal flavors are really intense. I tried the rosemary latte and there was massive flavor only matched by the sweetness. Not even sure how their beans are but if you want a treat that also happens to be caffeinated this is the spot.,positive,2022-01-17
"If you're using a gift card, make sure you ask for it back!",negative,2022-01-13
"I really love the daily grind and would give it 5 stars for their coffee and bagels and pastries... The one time I got a salad though there was a bug in it. A green beetle looking bug with little legs curled up, it blended in and I may have even eaten a bug or two who knows.",neutral,2022-01-18
"When in Rome....am I right..
It's a must if you're visiting NOLA and we got some good advice while standing in line.  It was a Sunday and the lines were long, so I looked at my boyfriend and said, maybe we should just come back tomorrow when it's less busier.. and a gentleman in front of us said, don't do it!  When it's this busy you know you're getting the freshest beignets... And they were delightful",positive,2022-01-17
"My wife and I tried Ceres for the first time and I thought the food turned out great! We both ended up getting the Tomato basil with tagliolini (thin egg noodles) to go. The price was reasonable and considering how fresh everything was, I cannot complain. The staff was super helpful in assisting us with recommendations and popular choices. Fortunately for us we showed up just a few minutes before opening and was told we can still order. The hours are 11am-2pm so be there before it closes! I highly recommend checking this place out if you haven't before, there are a bunch of options when it comes to pastas. We will definitely come back and order more!",positive,2022-01-14
"There is a female employee  Very low manners, yelled at me, my family and I won't be going here again.",negative,2022-01-10
Our farmer's breakfast was simple but super delicious!  Perfect portion size and delivered quickly!,positive,2022-01-16
"What can I say, hot tea, honey & lemon! Nice fresh fruit. Hubby loved breakfast. So much we went there twice while in area! Everything delicious! Staff fantastic:)",positive,2022-01-16
"Wonderful fresh and healthy food with flavor!!
We ordered a panini and a couple of the fresh squeezed juices- the panini had beautifully cooked chicken breast and was seasoned nicely. The juices were both delicious too! Highly recommend this place!",positive,2022-01-14
One of my favorite study spots in Tampa! The coffee tastes incredible and there are many options for delicious healthy food! It's an amazing spot for studying with outlets everywhere for those you want to use laptops/ipads.,positive,2022-01-18
"It's a smaller sized Thai restaurant (about 6ish tables). Better call if party size more than 4 people.

They are also open on Sunday and they were busy. There is one server person doing it seems everything and the 2 chefs cooking in the back.

Got the panang curry with extra shrimp (total of 8 tail on shrimps). It had green beans and some slivers of green bell peppers, but no other veggies like carrots or onions. Curry sauce very fragrant with basil and lemongrass flavors.

About $5 for Thai tea.

Was not asked about what heat level we wanted for curry but  Mr Bland ate the curry we received slowly and drank his water. In fact, every table asked for a refill of water.

Also got the green papaya salad that came with about 4 shrimps, too!

Do a Yelp check-in!",positive,2022-01-17
It's been a year since my last review and I'm so happy to say that nothing has changed in that time-it's still wonderful! I tried a new dish for me-biscuit Diablo. Perfect amount of spice in the chorizo gravy! Truly delicious dish. My friend had the mixed berry crepe and said they were wonderful. Service was great as usual-attentive and friendly. This is still my favorite place for brunch-can't wait till it warms up a little so I can dine on the patio again!,positive,2022-01-15
"Their Spanish latte was delicious (and beautiful) if you're feeling something sweet. A lot of people in there studying/working. Not too many tables, but it was super cute and comfortable.",positive,2022-01-09
"Score!  

You just made it to my saved list.  I absolutely loved our meal, we used Uber to deliver.  Honestly, I feel like I owe you an apology for thinking I was ordering a pizza from some ""Beach Pizza""  business.

Great pizza!   Thank You!",positive,2022-01-15
I love it I played with my friends 24 hours and the food is bussin bussin you should try this,positive,2022-01-19
"Why this place doesn't have a solid 6 stars is beyond me. Best boba I've ever had, hands down. I went with their signature brown sugar boba milk + pearl with cream mousse, and wow, do they know their boba. The drink itself was perfectly flavored, not too sweet nor artificial-tasting nor did it taste like plain milk. The boba was fresh and cooked to the perfect chewy texture. Overall, it was so good that I literally made my friend take me back the next day, and I cannot wait until the next time!",positive,2022-01-15
"Finally got to try this place! Such a cute modern little cafe. They have a variety of drinks and food. We only went in and grabbed some drinks. We got the Ube drip latte and a coconut matcha latte with oat milk. Both drinks were really good! The Ube drip latte is in the sweeter side, for those that don't like their drinks to be too sweet. My coconut matcha latte was good and the coconut flavor wasn't too strong, but was a little gritty (matcha wasn't whisked enough). The cashier was really nice and helpful and we got our drinks pretty quick. All in all, I'll be back to try other drinks and food.",positive,2022-01-17
"DO NOT ORDER HERE. I ordered pickup from Doordash and opened the bag. No ribs. Half of my order. 15 dollars worth. I call City BBQ expecting to have them clear up an honest mistake. City BBQ tells me to take it up with Doordash. No consolation, no makeup, nothing. Easily the worst online ordering and customer service experience I've ever had. This happens with restaurants occasionally and I respect that, but this was the worst response I have received. 
I added two stars simply because the food that I did receive was good.",negative,2022-01-18
"Idk why but this place is so cute. The interior is really nice, not much seating due to the pandemic, which is totally respectable. The menu is really small, so it's perfect for indecisive people like me. I would definitely come back again. I ordered #2 which is the boba drink with the jelly. Super good, would recommend to order the drinks with less ice to get more milk tea lol",positive,2022-01-14
I found out about la segunda because my boyfriend doordashes and I'm telling you I have never ate from a Cuban spot that was that good and I'm Cuban myself. I've never had a Cuban toast better than here thank you so much for your delicious food !!!,positive,2022-01-17
"Wow! What an amazing bakery. Absolutely incredible food and a beautiful atmosphere. Delicious breakfast, the croque madam and breakfast croissant are great but look out for specials, the duck hash is one of the tastiest things I've ever eaten. Pastries are easily the best in Santa Barbara, from simple croissants to decadent and elaborate cakes, the signature candy bar and the pistachio cream croissant have been the most memorable. Seating is a challenge on the weekends so be prepared to wait if you come around breakfast time but once you get one of their seasonal mimosas or a champagne spritz you'll be enjoying yourself before you know it. Still need to try the high tea!",positive,2022-01-19
"I'm from outside New Orleans, but recently moved to Oakland, CA. I frequently Hey! On a monthly basis, as I love specialty coffee and this shop is very consistent and in a few great locations in the city.

My friend Devin, who is a local roaster in Hammond, LA and I had been talking about Yemeni coffee and trying to get our hands on some. For those unfamiliar, Yemen was one do the first places coffee was grown and cultivated. It's also a hard region to export from, modern-day. I was very pleasantly surprised when this showed up at my door, sent from Devin!

I brewed a cup immediately using my Hario V60, and it was fresh and bright. The jasmine came out for me in the tasting notes, giving it a light and almost tea-like body. 

I've always loved this space to frequent, but this was an extra special surprise!",positive,2022-01-11
"Whoa mai gawd this place is soooooo good. It was packed on a Monday morning for good reason believe me! Located along an up and coming industrial artsy street, this brunch spot will blow your mind. They have lots of GF options and the food is executed well. I had a GF biscuit (yes a big buttery fluffy buttermilk biscuit) breakfast sandwich with... get this... tomatillo  salsa  marmalade . I am not a sweets person but bacon, cheddar, avocado, rich yummy was complimented with the not super sweet salsa marmalade. The Bloody Mary was effing perf and no woscestershire sauce so def GF. YESSSSSSSSS",positive,2022-01-10
Hands down - best latte I've ever had. This is for the conscious coffee drinkers who don't mind spending more to support an ethically driven local business. From considerate packaging to employee compensation - they are setting a standard that many brands/companies should aim towards.  They make their own horchata as well. I mean..... just go.,positive,2022-01-19
"This place is great! I love the pink and green interior and the stone corner cashier stand. The old tile and tin ceilings are also gorgeous. I believe some elements of the interior are left from the space previously being a jewelry store - how cool! I didn't see any old pictures of the store but if the owners have any it could be a great way to decorate. I love the corner it sits on in Fountain Square, right across from the ""you are beautiful"" sign.

There is window bar seating, tall tables, wall/booth and shorter tables in the room in the back. Also outdoor options. Unfortunately it was a little crowded when I went (around 1 PM on a Sunday, so no surprise) and I got very lucky to be able to find a seat and a parking space in the back. The back room could potentially benefit from a larger table or more smaller tables in the center, but I can see how this might be intentionally left clear for functional purposes. I did notice that the bathrooms are very clean! I love the flamingo wallpaper.

My almond milk latte was good! It came in a paper disposable cup, which had a cute design, but I'd prefer a ""for here"" or reusable cup option for sustainability purposes. They sell cute merchandise up front, I'd like to get one of the blue travel mugs next time I go. They also sell pastries, though a fresh option like apple or banana would be nice, too. Struggled deciding between 4 and 5 stars, if I could do 4.5 I would. Pleased with this shop, would go here more for socializing than getting a bunch of work done. Glad I finally got to try!",positive,2022-01-17
"I went to Heartbreaker on a recommendation from a friend. I think the name should be wallet-breaker! Don't get me wrong the food was very good but for the money I feel a little filched. The ""Breakup Burger"" was no more than a double slider plus. I thought that the job that was done with the fries was good! They're very crispy and salted to perfection. I also enjoyed the Chocolate Shake for $6.00! It was 12oz of chocolate heaven!
In total. The patties on the burger were homemade but really the only thing that was different about this burger was the spicy mustard. Fries are fries and the shake was extra chocolatey.

I spent $50.00 for two lunches! In retrospect I think I over tipped. You know how all that's reported in the news is how the wait staff is struggling at restaurants. I thought I would be nice and give a good tip. $10.80 on a bill of $39.20. I would expect to at least be asked how I was enjoying the food, NOTHING. I tipped before I received my food because it's counter service. The staff was more focused on getting out to the picnic table to smoke.

I'm really mixed on how I feel. I feel taken for granted and a$$ fucked at the same time! 

I recommend Heartbreaker just take plenty of money and low expectations with regard to portions and service.",positive,2022-01-15
"I am not a coffee afficianado, but the customer service is great.  We received a 6-month subscription for Christmas and although we don't drink that much caffeinated coffee we called and asked to make some changes.  The owner answered and was extremely accommodating.  To us, that is more valuable than product.... rlw Sacramento",positive,2022-01-19
A variety of foods for whatever you're looking for. From seafood to Jamaican. Can't go wrong with the terminal. You also can get your protein from the butcher and veggies from the produce as well.,positive,2022-01-16
"This restaurant rivals the best of the best.  Justine opened as an outstanding alternative to Galatoire's, Commander's Palace, and all the rest.  My wife and I were there in December, and Justine is running on all cylinders.  All restaurants have been struggling, but the manager, Rick, has removed any difficulties that COVID placed on providing the best food and service in town.

Philip, our waiter, is outstanding, and we will ask for him every time.  The Sommelier, Brice, is extremely knowledgeable and helpful.  Rick, Philip, Brice, and, of course, the chef are setting the standard for fine dining in a town that knows about fine dining.",positive,2022-01-10
Terrible. Acabo de comer hongo de un pastel . Pase la pena mas grande cuando los invitados fueron probando el pastel nacido. Verde por dentro.,negative,2022-01-09
"Cool space, makes you want to hang out. I didn't try the coffee this time (was so thirsty, grabbed an iced tea), but as the type who always tries a new baked good when presented with the opportunity--I ordered a 'honey biscuit.' I had no idea what to expect, perhaps a regular honey-ish flavored cookie? Nope--intriguingly, it seemed to have been soaked in a syrup-and was quite good. Next time, I'll definitely return to try the baklava and a coffee.",positive,2022-01-17
"The english muffin and the avocado toast were great but they ran out of coffee, big no no at a caffe house if you ask me",neutral,2022-01-15
